index,stream,Zscore,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
4454,PHYSICAL SCIENCE,1.2549,2020,PHYSICS,B,CHEMISTRY,C,COMBINED MATHEMATICS,B,Absent,Absent,new,20,November,2000,male
150895,PHYSICAL SCIENCE,1.1285,2020,PHYSICS,C,CHEMISTRY,B,COMBINED MATHEMATICS,B,068,B,new,7,February,2001,female
44596,PHYSICAL SCIENCE,1.5533,2020,PHYSICS,A,CHEMISTRY,B,COMBINED MATHEMATICS,B,062,C,new,31,December,2001,female
299325,PHYSICAL SCIENCE,0.6036,2020,PHYSICS,C,CHEMISTRY,S,COMBINED MATHEMATICS,B,070,F,new,23,November,2001,male
38149,PHYSICAL SCIENCE,-0.3774,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,070,A,new,26,February,2003,female
52398,PHYSICAL SCIENCE,0.5151,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,C,058,A,new,6,August,2001,male
96591,PHYSICAL SCIENCE,2.7541,2020,PHYSICS,A,CHEMISTRY,A,COMBINED MATHEMATICS,A,084,A,new,23,April,2001,female
202832,PHYSICAL SCIENCE,1.8406,2020,PHYSICS,C,CHEMISTRY,A,COMBINED MATHEMATICS,A,074,C,new,22,August,2001,male
78362,PHYSICAL SCIENCE,0.9377,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,B,Absent,Absent,new,8,March,2000,female
159734,PHYSICAL SCIENCE,-0.2351,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,052,B,new,16,December,2001,female
12570,PHYSICAL SCIENCE,0.7444,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,C,068,B,new,23,March,2001,female
270344,PHYSICAL SCIENCE,-0.4894,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,050,S,new,17,August,2001,male
258980,PHYSICAL SCIENCE,0.4204,2020,PHYSICS,S,CHEMISTRY,C,COMBINED MATHEMATICS,C,070,S,new,17,December,2001,male
215367,PHYSICAL SCIENCE,0.5668,2020,PHYSICS,C,CHEMISTRY,S,COMBINED MATHEMATICS,C,Absent,A,new,23,November,2000,female
39305,PHYSICAL SCIENCE,0.1866,2020,PHYSICS,S,CHEMISTRY,B,COMBINED MATHEMATICS,S,072,S,new,22,May,2001,male
142887,PHYSICAL SCIENCE,0.813,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,C,060,S,new,12,February,2001,male
112369,PHYSICAL SCIENCE,0.0186,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,C,052,F,new,24,June,2000,female
212618,PHYSICAL SCIENCE,1.1094,2020,PHYSICS,B,CHEMISTRY,S,COMBINED MATHEMATICS,A,072,B,new,24,November,2001,male
10300,PHYSICAL SCIENCE,1.2017,2020,PHYSICS,C,CHEMISTRY,B,COMBINED MATHEMATICS,B,064,A,new,28,April,2001,male
4122,PHYSICAL SCIENCE,1.6064,2020,PHYSICS,B,CHEMISTRY,B,COMBINED MATHEMATICS,B,074,A,new,9,February,2001,male
300194,PHYSICAL SCIENCE,0.5522,2020,PHYSICS,S,CHEMISTRY,C,COMBINED MATHEMATICS,B,046,F,new,6,October,2000,male
152794,PHYSICAL SCIENCE,0.4098,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,S,064,S,new,10,March,2001,male
116946,PHYSICAL SCIENCE,0.1861,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,C,072,C,new,2,August,2001,male
307487,PHYSICAL SCIENCE,-0.3399,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,062,A,old,1,August,1997,female
319388,PHYSICAL SCIENCE,-0.2864,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,055,C,old,17,October,1999,male
